Date,Hour,Time Block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,national_temperature_2m,national_apparent_temperature,national_relative_humidity_2m,national_precipitation,national_wind_speed_10m,national_rain,national_wind_direction_10m
02-04-2026,11,10:15 - 10:30,12713.20,37817.70,9617.50,9617.50,2309.54,30.3,29.744862,36.778137,0.0,15.778516,0.0,55.222095
02-04-2026,11,10:30 - 10:45,12628.60,38616.00,9461.65,9461.65,2410.68,30.3,29.744862,36.778137,0.0,15.778516,0.0,55.222095
02-04-2026,11,10:45 - 11:00,12488.40,39997.90,9688.10,9688.10,2352.83,30.3,29.744862,36.778137,0.0,15.778516,0.0,55.222095
02-04-2026,12,11:00 - 11:15,13055.20,41653.10,9854.50,9854.50,2439.11,31.55,31.26889,32.614536,0.0,16.42247,0.0,63.996716
02-04-2026,12,11:15 - 11:30,13712.20,42608.50,10250.00,10250.00,2439.65,31.55,31.26889,32.614536,0.0,16.42247,0.0,63.996716
02-04-2026,12,11:30 - 11:45,13896.20,43766.80,10128.88,10128.88,2582.91,31.55,31.26889,32.614536,0.0,16.42247,0.0,63.996716
02-04-2026,12,11:45 - 12:00,14226.60,45667.00,10543.10,10543.10,2533.03,31.55,31.26889,32.614536,0.0,16.42247,0.0,63.996716
02-04-2026,13,12:00 - 12:15,14201.40,46772.40,10592.40,10592.40,2549.04,31.95,31.857147,32.40675,0.0,17.462784,0.0,81.70294
02-04-2026,13,12:15 - 12:30,14200.60,47457.10,10927.00,10927.00,2335.49,31.95,31.857147,32.40675,0.0,17.462784,0.0,81.70294
02-04-2026,13,12:30 - 12:45,14054.90,47961.60,10964.00,10964.00,2319.20,31.95,31.857147,32.40675,0.0,17.462784,0.0,81.70294
02-04-2026,13,12:45 - 13:00,13908.70,48476.40,10961.10,10961.10,2173.02,31.95,31.857147,32.40675,0.0,17.462784,0.0,81.70294
02-04-2026,14,13:00 - 13:15,13580.40,49860.90,10949.80,10949.80,2099.51,31.4,31.187244,36.72671,0.0,20.674158,0.0,97.001175
02-04-2026,14,13:15 - 13:30,13287.00,49848.10,10857.70,10857.70,2084.00,31.4,31.187244,36.72671,0.0,20.674158,0.0,97.001175
02-04-2026,14,13:30 - 13:45,13422.10,49163.90,10964.17,10964.17,2100.23,31.4,31.187244,36.72671,0.0,20.674158,0.0,97.001175
02-04-2026,14,13:45 - 14:00,13788.10,48019.40,11141.70,11141.70,2143.40,31.4,31.187244,36.72671,0.0,20.674158,0.0,97.001175
02-04-2026,15,14:00 - 14:15,14265.80,45680.20,11422.32,11422.32,2410.05,30.25,28.794712,37.9746,0.0,24.387177,0.0,98.48886
02-04-2026,15,14:15 - 14:30,14701.90,44177.60,11305.30,11305.30,2589.70,30.25,28.794712,37.9746,0.0,24.387177,0.0,98.48886
02-04-2026,15,14:30 - 14:45,14807.30,42039.70,11534.90,11534.90,2796.67,30.25,28.794712,37.9746,0.0,24.387177,0.0,98.48886
02-04-2026,15,14:45 - 15:00,14923.30,38811.00,11798.00,11798.00,2909.05,30.25,28.794712,37.9746,0.0,24.387177,0.0,98.48886
02-04-2026,16,15:00 - 15:15,14985.20,36731.30,12399.41,12399.41,3019.48,29.15,27.631084,44.553337,0.0,24.087738,0.0,99.46225
02-04-2026,16,15:15 - 15:30,15006.80,34998.30,12386.92,12386.92,3092.26,29.15,27.631084,44.553337,0.0,24.087738,0.0,99.46225
02-04-2026,16,15:30 - 15:45,14395.30,31480.00,11468.80,11468.80,3092.58,29.15,27.631084,44.553337,0.0,24.087738,0.0,99.46225
02-04-2026,16,15:45 - 16:00,14741.10,30166.50,11228.31,11228.31,3100.56,29.15,27.631084,44.553337,0.0,24.087738,0.0,99.46225
02-04-2026,17,16:00 - 16:15,15979.00,27343.80,11064.60,11064.60,3092.62,27.5,27.72348,62.303463,0.0,23.73271,0.0,99.60514
02-04-2026,17,16:15 - 16:30,15905.40,25305.10,10437.36,10437.36,3390.05,27.5,27.72348,62.303463,0.0,23.73271,0.0,99.60514
02-04-2026,17,16:30 - 16:45,16067.30,21010.40,9993.80,9993.80,3532.48,27.5,27.72348,62.303463,0.0,23.73271,0.0,99.60514
02-04-2026,17,16:45 - 17:00,15929.30,18999.30,9236.70,9236.70,3699.04,27.5,27.72348,62.303463,0.0,23.73271,0.0,99.60514
02-04-2026,18,17:00 - 17:15,15544.60,16604.10,8018.90,8018.90,3731.23,26.3,26.410997,59.743126,0.0,18.72346,0.0,91.101685
02-04-2026,18,17:15 - 17:30,15651.70,14808.50,8068.70,8068.70,3894.94,26.3,26.410997,59.743126,0.0,18.72346,0.0,91.101685
02-04-2026,18,17:30 - 17:45,15909.90,13131.10,7864.50,7864.50,4033.75,26.3,26.410997,59.743126,0.0,18.72346,0.0,91.101685
02-04-2026,18,17:45 - 18:00,16527.00,11748.60,8045.90,8045.90,4554.94,26.3,26.410997,59.743126,0.0,18.72346,0.0,91.101685
02-04-2026,19,18:00 - 18:15,15650.70,11464.80,7942.70,7942.70,4999.92,25.45,27.54222,75.7215,0.0,15.124284,0.0,88.6361
02-04-2026,19,18:15 - 18:30,14477.10,10079.40,6764.40,6764.40,5551.77,25.45,27.54222,75.7215,0.0,15.124284,0.0,88.6361
02-04-2026,19,18:30 - 18:45,14526.30,9461.00,6723.50,6723.50,6498.82,25.45,27.54222,75.7215,0.0,15.124284,0.0,88.6361
02-04-2026,19,18:45 - 19:00,15739.40,9337.40,7275.60,7275.60,10000.00,25.45,27.54222,75.7215,0.0,15.124284,0.0,88.6361
02-04-2026,20,19:00 - 19:15,15470.40,7947.10,5905.69,5905.69,10000.00,25.1,27.44501,75.43299,0.0,11.966954,0.0,74.2913
02-04-2026,20,19:15 - 19:30,15181.30,7725.10,5683.70,5683.70,10000.00,25.1,27.44501,75.43299,0.0,11.966954,0.0,74.2913
02-04-2026,20,19:30 - 19:45,14906.70,8050.90,6009.49,6009.49,10000.00,25.1,27.44501,75.43299,0.0,11.966954,0.0,74.2913
02-04-2026,20,19:45 - 20:00,14253.00,8399.40,6358.00,6358.00,10000.00,25.1,27.44501,75.43299,0.0,11.966954,0.0,74.2913
